old_name,new_name
WtoLNu-4Jets_MLNu-120to200_madgraphMLM-pythia8,WtoLNu-4Jets_Bin-MLNu-120to200_TuneCP5_13p6TeV_madgraphMLM-pythia8
WtoLNu-4Jets_MLNu-200to400_madgraphMLM-pythia8,WtoLNu-4Jets_Bin-MLNu-200to400_TuneCP5_13p6TeV_madgraphMLM-pythia8
WtoLNu-4Jets_MLNu-400to800_madgraphMLM-pythia8,WtoLNu-4Jets_Bin-MLNu-400to800_TuneCP5_13p6TeV_madgraphMLM-pythia8
WtoLNu-4Jets_MLNu-800to1500_madgraphMLM-pythia8,WtoLNu-4Jets_Bin-MLNu-800to1500_TuneCP5_13p6TeV_madgraphMLM-pythia8
WtoLNu-4Jets_MLNu-1500to2500_madgraphMLM-pythia8,WtoLNu-4Jets_Bin-MLNu-1500to2500_TuneCP5_13p6TeV_madgraphMLM-pythia8
WtoLNu-4Jets_MLNu-2500to4000_madgraphMLM-pythia8,WtoLNu-4Jets_Bin-MLNu-2500to4000_TuneCP5_13p6TeV_madgraphMLM-pythia8
WtoLNu-4Jets_MLNu-4000to6000_madgraphMLM-pythia8,WtoLNu-4Jets_Bin-MLNu-4000to6000_TuneCP5_13p6TeV_madgraphMLM-pythia8
WtoLNu-4Jets_MLNu-6000_madgraphMLM-pythia8,WtoLNu-4Jets_Bin-MLNu-6000_TuneCP5_13p6TeV_madgraphMLM-pythia8
blank,blank
WtoLNu-2Jets_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,WtoLNu-2Jets_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
blank,WtoENu-2Jets_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
blank,WtoMuNu-2Jets_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
blank,WtoTauNu-2Jets_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
WtoLNu-2Jets_0J_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,WtoLNu-2Jets_Bin-0J_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
blank,WtoENu-2Jets_Bin-0J_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
blank,WtoMuNu-2Jets_Bin-0J_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
blank,WtoTauNu-2Jets_Bin-0J_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
WtoLNu-2Jets_1J_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,WtoLNu-2Jets_Bin-1J_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
WtoLNu-2Jets_2J_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,WtoLNu-2Jets_Bin-2J_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
WtoLNu-4Jets_MLNu-0to120_HT-40to100_TuneCP5_13p6TeV_madgraphMLM-pythia8,WtoLNu-4Jets_Bin-HT-40to100-MLNu-0to120_TuneCP5_13p6TeV_madgraphMLM-pythia8
WtoLNu-4Jets_MLNu-0to120_HT-100to400_TuneCP5_13p6TeV_madgraphMLM-pythia8,WtoLNu-4Jets_Bin-HT-100to400-MLNu-0to120_TuneCP5_13p6TeV_madgraphMLM-pythia8
WtoLNu-4Jets_MLNu-0to120_HT-400to800_TuneCP5_13p6TeV_madgraphMLM-pythia8,WtoLNu-4Jets_Bin-HT-400to800-MLNu-0to120_TuneCP5_13p6TeV_madgraphMLM-pythia8
WtoLNu-4Jets_MLNu-0to120_HT-800to1500_TuneCP5_13p6TeV_madgraphMLM-pythia8,WtoLNu-4Jets_Bin-HT-800to1500-MLNu-0to120_TuneCP5_13p6TeV_madgraphMLM-pythia8
WtoLNu-4Jets_MLNu-0to120_HT-1500to2500_TuneCP5_13p6TeV_madgraphMLM-pythia8,WtoLNu-4Jets_Bin-HT-1500to2500-MLNu-0to120_TuneCP5_13p6TeV_madgraphMLM-pythia8
WtoLNu-4Jets_MLNu-0to120_HT-2500_TuneCP5_13p6TeV_madgraphMLM-pythia8,WtoLNu-4Jets_Bin-HT-2500-MLNu-0to120_TuneCP5_13p6TeV_madgraphMLM-pythia8
blank,blank
WtoLNu-4Jets_MLNu-120_HT-40to100_TuneCP5_13p6TeV_madgraphMLM-pythia8,WtoLNu-4Jets_Bin-HT-40to100-MLNu-120_TuneCP5_13p6TeV_madgraphMLM-pythia8
WtoLNu-4Jets_MLNu-120_HT-100to400_TuneCP5_13p6TeV_madgraphMLM-pythia8,WtoLNu-4Jets_Bin-HT-100to400-MLNu-120_TuneCP5_13p6TeV_madgraphMLM-pythia8
WtoLNu-4Jets_MLNu-120_HT-400to800_TuneCP5_13p6TeV_madgraphMLM-pythia8,WtoLNu-4Jets_Bin-HT-400to800-MLNu-120_TuneCP5_13p6TeV_madgraphMLM-pythia8
WtoLNu-4Jets_MLNu-120_HT-800to1500_TuneCP5_13p6TeV_madgraphMLM-pythia8,WtoLNu-4Jets_Bin-HT-800to1500-MLNu-120_TuneCP5_13p6TeV_madgraphMLM-pythia8
WtoLNu-4Jets_MLNu-120_HT-1500to2500_TuneCP5_13p6TeV_madgraphMLM-pythia8,WtoLNu-4Jets_Bin-HT-1500to2500-MLNu-120_TuneCP5_13p6TeV_madgraphMLM-pythia8
WtoLNu-4Jets_MLNu-120_HT-2500_TuneCP5_13p6TeV_madgraphMLM-pythia8,WtoLNu-4Jets_Bin-HT-2500-MLNu-120_TuneCP5_13p6TeV_madgraphMLM-pythia8
blank,blank
WtoLNu-2Jets_PTLNu-XXtoXX_XXJ_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,WtoLNu-2Jets_Bin-XXJ-PTLNu-XXtoXX_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
WtoLNu-2Jets_PTLNu-40to100_1J_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,WtoLNu-2Jets_Bin-1J-PTLNu-40to100_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
WtoLNu-2Jets_PTLNu-100to200_1J_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,WtoLNu-2Jets_Bin-1J-PTLNu-100to200_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
WtoLNu-2Jets_PTLNu-200to400_1J_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,WtoLNu-2Jets_Bin-1J-PTLNu-200to400_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
WtoLNu-2Jets_PTLNu-400to600_1J_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,WtoLNu-2Jets_Bin-1J-PTLNu-400to600_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
WtoLNu-2Jets_PTLNu-600_1J_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,WtoLNu-2Jets_Bin-1J-PTLNu-600_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
blank,blank
WtoLNu-2Jets_PTLNu-40to100_2J_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,WtoLNu-2Jets_Bin-2J-PTLNu-40to100_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
WtoLNu-2Jets_PTLNu-100to200_2J_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,WtoLNu-2Jets_Bin-2J-PTLNu-100to200_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
WtoLNu-2Jets_PTLNu-200to400_2J_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,WtoLNu-2Jets_Bin-2J-PTLNu-200to400_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
WtoLNu-2Jets_PTLNu-400to600_2J_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,WtoLNu-2Jets_Bin-2J-PTLNu-400to600_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
WtoLNu-2Jets_PTLNu-600_2J_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,WtoLNu-2Jets_Bin-2J-PTLNu-600_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
blank,blank
Wto2Q-2Jets_PTQQ-XXtoXX_XXJ_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,Wto2Q-2Jets_Bin-XXJ-PTQQ-XXtoXX_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
WGtoLNuG-1Jets_PTG-10to100TuneCP5_13p6TeV_amcatnloFXFX-pythia8,WGtoLNuG-1Jets_Bin-PTG-10to100_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
WGtoLNuG-1Jets_PTG-100to200TuneCP5_13p6TeV_amcatnloFXFX-pythia8,WGtoLNuG-1Jets_Bin-PTG-100to200_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
WGtoLNuG-1Jets_PTG-200to400TuneCP5_13p6TeV_amcatnloFXFX-pythia8,WGtoLNuG-1Jets_Bin-PTG-200to400_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
WGtoLNuG-1Jets_PTG-400to600TuneCP5_13p6TeV_amcatnloFXFX-pythia8,WGtoLNuG-1Jets_Bin-PTG-400to600_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
WGtoLNuG-1Jets_PTG-600TuneCP5_13p6TeV_amcatnloFXFX-pythia8,WGtoLNuG-1Jets_Bin-PTG-600_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
blank,blank
WGto2QG-1Jets_PTG-100to200TuneCP5_13p6TeV_amcatnloFXFX-pythia8,WGto2QG-1Jets_Bin-PTG-100to200_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
WGto2QG-1Jets_PTG-200TuneCP5_13p6TeV_amcatnloFXFX-pythia8,WGto2QG-1Jets_Bin-PTG-200_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
blank,blank
WBtoLNuB-4Jets_XX-XtoX_TuneCP5_13p6TeV_madgraphMLM-pythia8,WBtoLNuB-4Jets_Bin-XX-XtoX_TuneCP5_13p6TeV_madgraphMLM-pythia8
WtoLNu-4Jets_XX-XtoX_BGenFilter_TuneCP5_13p6TeV_madgraphMLM-pythia8,WtoLNu-4Jets_Bin-XX-XtoX_Fil-BGen_TuneCP5_13p6TeV_madgraphMLM-pythia8
TT+X,blank
TTto2L2Nu-3Jets_TuneCP5_13p6TeV_madgraphMLM-pythia8,TTto2L2Nu-3Jets_TuneCP5_13p6TeV_madgraphMLM-pythia8
TTtoLplusNu2Q-3Jets_TuneCP5_13p6TeV_madgraphMLM-pythia8,TTtoLplusNu2Q-3Jets_TuneCP5_13p6TeV_madgraphMLM-pythia8
TTtoLminusNu2Q-3Jets_TuneCP5_13p6TeV_madgraphMLM-pythia8,TTtoLminusNu2Q-3Jets_TuneCP5_13p6TeV_madgraphMLM-pythia8
TTto4Q-3Jets_TuneCP5_13p6TeV_madgraphMLM-pythia8,TTto4Q-3Jets_TuneCP5_13p6TeV_madgraphMLM-pythia8
TTto2L2Nu-2Jets_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,TTto2L2Nu-2Jets_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
TTtoLplusNu2Q-2Jets_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,TTtoLplusNu2Q-2Jets_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
TTtoLminusNu2Q-2Jets_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,TTtoLminusNu2Q-2Jets_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
TTto4Q-2Jets_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,TTto4Q-2Jets_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
TTtoLNu2Q_TuneCP5_13p6TeV_powheg-pythia8,TTtoLNu2Q_TuneCP5_13p6TeV_powheg-pythia8
TTto4Q_TuneCP5_13p6TeV_powheg-pythia8,TTto4Q_TuneCP5_13p6TeV_powheg-pythia8
TTto2L2Nu_TuneCP5_13p6TeV_powheg-pythia8,TTto2L2Nu_TuneCP5_13p6TeV_powheg-pythia8
TTtoLNu2Q_Hdamp-158_TuneCP5_13p6TeV_powheg-pythia8,TTtoLNu2Q_Par-Hdamp-158_TuneCP5_13p6TeV_powheg-pythia8
TTtoLNu2Q_Hdamp-418_TuneCP5_13p6TeV_powheg-pythia8,TTtoLNu2Q_Par-Hdamp-418_TuneCP5_13p6TeV_powheg-pythia8
blank,blank
TTto4Q_Hdamp-158_TuneCP5_13p6TeV_powheg-pythia8,TTto4Q_Par-Hdamp-158_TuneCP5_13p6TeV_powheg-pythia8
TTto4Q_Hdamp-418_TuneCP5_13p6TeV_powheg-pythia8,TTto4Q_Par-Hdamp-418_TuneCP5_13p6TeV_powheg-pythia8
blank,blank
TTto2L2Nu_Hdamp-158_TuneCP5_13p6TeV_powheg-pythia8,TTto2L2Nu_Par-Hdamp-158_TuneCP5_13p6TeV_powheg-pythia8
TTto2L2Nu_Hdamp-418_TuneCP5_13p6TeV_powheg-pythia8,TTto2L2Nu_Par-Hdamp-418_TuneCP5_13p6TeV_powheg-pythia8
blank,blank
TTtoLNu2Q_MT-166p5_TuneCP5_13p6TeV_powheg-pythia8,TTtoLNu2Q_Par-MT-166p5_TuneCP5_13p6TeV_powheg-pythia8
TTtoLNu2Q_MT-169p5_TuneCP5_13p6TeV_powheg-pythia8,TTtoLNu2Q_Par-MT-169p5_TuneCP5_13p6TeV_powheg-pythia8
TTtoLNu2Q_MT-171p5_TuneCP5_13p6TeV_powheg-pythia8,TTtoLNu2Q_Par-MT-171p5_TuneCP5_13p6TeV_powheg-pythia8
TTtoLNu2Q_MT-173p5_TuneCP5_13p6TeV_powheg-pythia8,TTtoLNu2Q_Par-MT-173p5_TuneCP5_13p6TeV_powheg-pythia8
TTtoLNu2Q_MT-175p5_TuneCP5_13p6TeV_powheg-pythia8,TTtoLNu2Q_Par-MT-175p5_TuneCP5_13p6TeV_powheg-pythia8
TTtoLNu2Q_MT-178p5_TuneCP5_13p6TeV_powheg-pythia8,TTtoLNu2Q_Par-MT-178p5_TuneCP5_13p6TeV_powheg-pythia8
blank,blank
TTto4Q_MT-166p5_TuneCP5_13p6TeV_powheg-pythia8,TTto4Q_Par-MT-166p5_TuneCP5_13p6TeV_powheg-pythia8
TTto4Q_MT-169p5_TuneCP5_13p6TeV_powheg-pythia8,TTto4Q_Par-MT-169p5_TuneCP5_13p6TeV_powheg-pythia8
TTto4Q_MT-171p5_TuneCP5_13p6TeV_powheg-pythia8,TTto4Q_Par-MT-171p5_TuneCP5_13p6TeV_powheg-pythia8
TTto4Q_MT-173p5_TuneCP5_13p6TeV_powheg-pythia8,TTto4Q_Par-MT-173p5_TuneCP5_13p6TeV_powheg-pythia8
TTto4Q_MT-175p5_TuneCP5_13p6TeV_powheg-pythia8,TTto4Q_Par-MT-175p5_TuneCP5_13p6TeV_powheg-pythia8
TTto4Q_MT-178p5_TuneCP5_13p6TeV_powheg-pythia8,TTto4Q_Par-MT-178p5_TuneCP5_13p6TeV_powheg-pythia8
blank,blank
TTto2L2Nu_MT-166p5_TuneCP5_13p6TeV_powheg-pythia8,TTto2L2Nu_Par-MT-166p5_TuneCP5_13p6TeV_powheg-pythia8
TTto2L2Nu_MT-169p5_TuneCP5_13p6TeV_powheg-pythia8,TTto2L2Nu_Par-MT-169p5_TuneCP5_13p6TeV_powheg-pythia8
TTto2L2Nu_MT-171p5_TuneCP5_13p6TeV_powheg-pythia8,TTto2L2Nu_Par-MT-171p5_TuneCP5_13p6TeV_powheg-pythia8
TTto2L2Nu_MT-173p5_TuneCP5_13p6TeV_powheg-pythia8,TTto2L2Nu_Par-MT-173p5_TuneCP5_13p6TeV_powheg-pythia8
TTto2L2Nu_MT-175p5_TuneCP5_13p6TeV_powheg-pythia8,TTto2L2Nu_Par-MT-175p5_TuneCP5_13p6TeV_powheg-pythia8
TTto2L2Nu_MT-178p5_TuneCP5_13p6TeV_powheg-pythia8,TTto2L2Nu_Par-MT-178p5_TuneCP5_13p6TeV_powheg-pythia8
blank,blank
TTtoLNu2Q_TuneCP5CR1_13p6TeV_powheg-pythia8,TTtoLNu2Q_TuneCP5CR1_13p6TeV_powheg-pythia8
TTto4Q_TuneCP5CR1_13p6TeV_powheg-pythia8,TTto4Q_TuneCP5CR1_13p6TeV_powheg-pythia8
TTto2L2Nu_TuneCP5CR1_13p6TeV_powheg-pythia8,TTto2L2Nu_TuneCP5CR1_13p6TeV_powheg-pythia8
TTtoLNu2Q_TuneCP5CR2_13p6TeV_powheg-pythia8,TTtoLNu2Q_TuneCP5CR2_13p6TeV_powheg-pythia8
TTto4Q_TuneCP5CR2_13p6TeV_powheg-pythia8,TTto4Q_TuneCP5CR2_13p6TeV_powheg-pythia8
TTto2L2Nu_TuneCP5CR2_13p6TeV_powheg-pythia8,TTto2L2Nu_TuneCP5CR2_13p6TeV_powheg-pythia8
TTtoLNu2Q_TuneCP5Up_13p6TeV_powheg-pythia8,TTtoLNu2Q_TuneCP5Up_13p6TeV_powheg-pythia8
TTto4Q_TuneCP5Up_13p6TeV_powheg-pythia8,TTto4Q_TuneCP5Up_13p6TeV_powheg-pythia8
TTto2L2Nu_TuneCP5Up_13p6TeV_powheg-pythia8,TTto2L2Nu_TuneCP5Up_13p6TeV_powheg-pythia8
TTtoLNu2Q_TuneCP5Down_13p6TeV_powheg-pythia8,TTtoLNu2Q_TuneCP5Down_13p6TeV_powheg-pythia8
TTto4Q_TuneCP5Down_13p6TeV_powheg-pythia8,TTto4Q_TuneCP5Down_13p6TeV_powheg-pythia8
TTto2L2Nu_TuneCP5Down_13p6TeV_powheg-pythia8,TTto2L2Nu_TuneCP5Down_13p6TeV_powheg-pythia8
TTtoLNu2Q_TuneCP5_ERDOn_13p6TeV_powheg-pythia8,TTtoLNu2Q_Par-ERD-on_TuneCP5_13p6TeV_powheg-pythia8
TTto4Q_TuneCP5_ERDOn_13p6TeV_powheg-pythia8,TTto4Q_Par-ERD-on_TuneCP5_13p6TeV_powheg-pythia8
TTto2L2Nu_TuneCP5_ERDOn_13p6TeV_powheg-pythia8,TTto2L2Nu_Par-ERD-on_TuneCP5_13p6TeV_powheg-pythia8
TT_MTT-1500toInf_TuneCP5_13p6TeV_powheg-pythia8,TT_Bin-MTT-1500toInf_TuneCP5_13p6TeV_powheg-pythia8
TTLNu-1Jets_TuneCP5_13p6TeV_amcatnloFXFX-pythia8 (ttW),TTLNu-1Jets_TuneCP5_13p6TeV_amcatnloFXFX-pythia8 (ttW)
TTLL_MLL-4to50_TuneCP5_13p6TeV_amcatnlo-pythia8,TTLL_Bin-MLL-4to50_TuneCP5_13p6TeV_amcatnlo-pythia8
TTLL_MLL-50_TuneCP5_13p6TeV_amcatnlo-pythia8,TTLL_Bin-MLL-50_TuneCP5_13p6TeV_amcatnlo-pythia8
blank,blank
TTG_PTG-10to100_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,TTG_Bin-PTG-10to100_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
TTG_PTG-100to200_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,TTG_Bin-PTG-100to200_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
TTG_PTG-200_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,TTG_Bin-PTG-200_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
blank,blank
TZQB-Zto2L-4FS_MLL-4to50_TuneCP5_13p6TeV_amcatnlo-pythia8,TZQB-Zto2L-4FS_Bin-MLL-4to50_TuneCP5_13p6TeV_amcatnlo-pythia8
TZQB-Zto2L-4FS_MLL-50_TuneCP5_13p6TeV_amcatnlo-pythia8,TZQB-Zto2L-4FS_Bin-MLL-50_TuneCP5_13p6TeV_amcatnlo-pythia8
blank,blank
SingleT,blank
TBbartoLplusNuBbar-s-channel-4FS_TuneCP5_13p6TeV_amcatnlo-pythia8,TBbartoLplusNuBbar-s-channel-4FS_TuneCP5_13p6TeV_amcatnlo-pythia8
TbarBtoLminusNuB-s-channel-4FS_TuneCP5_13p6TeV_amcatnlo-pythia8,TbarBtoLminusNuB-s-channel-4FS_TuneCP5_13p6TeV_amcatnlo-pythia8
TBbartoLNu-s-channel_TuneCP5_13p6TeV_powheg-pythia8,TBbartoLNu-s-channel_TuneCP5_13p6TeV_powheg-pythia8
TbarBtoLNu-s-channel_TuneCP5_13p6TeV_powheg-pythia8,TbarBtoLNu-s-channel_TuneCP5_13p6TeV_powheg-pythia8
TQbartoLNu-t-channel_TuneCP5_13p6TeV_powheg-pythia8,TQbartoLNu-t-channel_TuneCP5_13p6TeV_powheg-pythia8
TbarQtoLNu-t-channel_TuneCP5_13p6TeV_powheg-pythia8,TbarQtoLNu-t-channel_TuneCP5_13p6TeV_powheg-pythia8
TBbarto2Q-s-channel_TuneCP5_13p6TeV_powheg-pythia8,TBbarto2Q-s-channel_TuneCP5_13p6TeV_powheg-pythia8
TbarBto2Q-s-channel_TuneCP5_13p6TeV_powheg-pythia8,TbarBto2Q-s-channel_TuneCP5_13p6TeV_powheg-pythia8
TQbarto2Q-t-channel_TuneCP5_13p6TeV_powheg-pythia8,TQbarto2Q-t-channel_TuneCP5_13p6TeV_powheg-pythia8
TbarQto2Q-t-channel_TuneCP5_13p6TeV_powheg-pythia8,TbarQto2Q-t-channel_TuneCP5_13p6TeV_powheg-pythia8
TbarWplustoLNu2Q_TuneCP5_13p6TeV_powheg-pythia8,TbarWplustoLNu2Q_TuneCP5_13p6TeV_powheg-pythia8
TWminustoLNu2Q_TuneCP5_13p6TeV_powheg-pythia8,TWminustoLNu2Q_TuneCP5_13p6TeV_powheg-pythia8
TbarWplusto2L2Nu_TuneCP5_13p6TeV_powheg-pythia8,TbarWplusto2L2Nu_TuneCP5_13p6TeV_powheg-pythia8
TWminusto2L2Nu_TuneCP5_13p6TeV_powheg-pythia8,TWminusto2L2Nu_TuneCP5_13p6TeV_powheg-pythia8
TbarWplusto4Q_TuneCP5_13p6TeV_powheg-pythia8,TbarWplusto4Q_TuneCP5_13p6TeV_powheg-pythia8
TWminusto4Q_TuneCP5_13p6TeV_powheg-pythia8,TWminusto4Q_TuneCP5_13p6TeV_powheg-pythia8
TWto2L2Nu-DR1_TuneCP5_13p6TeV_amcatnlo-pythia8,blank
TWto2L2Nu-DR2_TuneCP5_13p6TeV_amcatnlo-pythia8,blank
TWto2L2Nu-DS-FS-BW_TuneCP5_13p6TeV_amcatnlo-pythia8,blank
TWto2L2Nu-DS-FS_TuneCP5_13p6TeV_amcatnlo-pythia8,blank
TWto2L2Nu-DS-IS-BW_TuneCP5_13p6TeV_amcatnlo-pythia8,blank
TWto2L2Nu-DS-IS-BW_TuneCP5_13p6TeV_amcatnlo-pythia8,blank
WW,blank
WWtoLNu2Q-1Jets-4FS_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,WWtoLNu2Q-1Jets-4FS_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
WWto4Q-1Jets-4FS_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,WWto4Q-1Jets-4FS_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
WWtoLNu2Q_TuneCP5_13p6TeV_powheg-pythia8,WWtoLNu2Q_TuneCP5_13p6TeV_powheg-pythia8
WWto2L2Nu_TuneCP5_13p6TeV_powheg-pythia8,WWto2L2Nu_TuneCP5_13p6TeV_powheg-pythia8
WWto4Q_TuneCP5_13p6TeV_powheg-pythia8,WWto4Q_TuneCP5_13p6TeV_powheg-pythia8
WW_TuneCP5_13p6TeV_pythia8,WW_TuneCP5_13p6TeV_pythia8
WZ,blank
WZ_TuneCP5_13p6TeV_pythia8,WZ_TuneCP5_13p6TeV_pythia8
WZtoLNu2Q-1Jets-4FS_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,WZtoLNu2Q-1Jets-4FS_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
WZto2L2Q-1Jets_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,WZto2L2Q-1Jets_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
WZtoL3Nu-1Jets-4FS_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,WZtoL3Nu-1Jets-4FS_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
WZto3LNu-1Jets-4FS_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,WZto3LNu-1Jets-4FS_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
WZto4Q-1Jets-4FS_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,WZto4Q-1Jets-4FS_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
WZtoLNu2Q_TuneCP5_13p6TeV_powheg-pythia8,WZtoLNu2Q_TuneCP5_13p6TeV_powheg-pythia8
WZto2L2Q_TuneCP5_13p6TeV_powheg-pythia8,WZto2L2Q_TuneCP5_13p6TeV_powheg-pythia8
WZtoL3Nu_TuneCP5_13p6TeV_powheg-pythia8,WZtoL3Nu_TuneCP5_13p6TeV_powheg-pythia8
WZto3LNu_TuneCP5_13p6TeV_powheg-pythia8,WZto3LNu_TuneCP5_13p6TeV_powheg-pythia8
WZto4Q_TuneCP5_13p6TeV_powheg-pythia8,WZto4Q_TuneCP5_13p6TeV_powheg-pythia8
ZZ,blank
ZZto2L2Q_TuneCP5_13p6TeV_powheg-pythia8,ZZto2L2Q_TuneCP5_13p6TeV_powheg-pythia8
ZZto2L2Nu_TuneCP5_13p6TeV_powheg-pythia8,ZZto2L2Nu_TuneCP5_13p6TeV_powheg-pythia8
ZZto4L_TuneCP5_13p6TeV_powheg-pythia8,ZZto4L_TuneCP5_13p6TeV_powheg-pythia8
ZZto2Nu2Q_TuneCP5_13p6TeV_powheg-pythia8,ZZto2Nu2Q_TuneCP5_13p6TeV_powheg-pythia8
ZZto4Q_TuneCP5_13p6TeV_powheg-pythia8,ZZto4Q_TuneCP5_13p6TeV_powheg-pythia8
ZZto2L2Q-1Jets_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,ZZto2L2Q-1Jets_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
ZZto4L-1Jets_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,ZZto4L-1Jets_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
ZZto2Nu2Q-1Jets_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,ZZto2Nu2Q-1Jets_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
ZZto4Q-1Jets_TuneCP5_13p6TeV_amcatnloFXFX-pythia8,ZZto4Q-1Jets_TuneCP5_13p6TeV_amcatnloFXFX-pythia8
ZZ_TuneCP5_13p6TeV_pythia8,ZZ_TuneCP5_13p6TeV_pythia8
QCD,blank
QCD-4Jets_HT-40to70_TuneCP5_13p6TeV_madgraphMLM-pythia8,QCD-4Jets_Bin-HT-40to70_TuneCP5_13p6TeV_madgraphMLM-pythia8
QCD-4Jets_HT-70to100_TuneCP5_13p6TeV_madgraphMLM-pythia8,QCD-4Jets_Bin-HT-70to100_TuneCP5_13p6TeV_madgraphMLM-pythia8
QCD-4Jets_HT-100to200_TuneCP5_13p6TeV_madgraphMLM-pythia8,QCD-4Jets_Bin-HT-100to200_TuneCP5_13p6TeV_madgraphMLM-pythia8
QCD-4Jets_HT-200to400_TuneCP5_13p6TeV_madgraphMLM-pythia8,QCD-4Jets_Bin-HT-200to400_TuneCP5_13p6TeV_madgraphMLM-pythia8
QCD-4Jets_HT-400to600_TuneCP5_13p6TeV_madgraphMLM-pythia8,QCD-4Jets_Bin-HT-400to600_TuneCP5_13p6TeV_madgraphMLM-pythia8
QCD-4Jets_HT-600to800_TuneCP5_13p6TeV_madgraphMLM-pythia8,QCD-4Jets_Bin-HT-600to800_TuneCP5_13p6TeV_madgraphMLM-pythia8
QCD-4Jets_HT-800to1000_TuneCP5_13p6TeV_madgraphMLM-pythia8,QCD-4Jets_Bin-HT-800to1000_TuneCP5_13p6TeV_madgraphMLM-pythia8
